Question ID,Sentence Position,Answer,QANTA Scores,IR_Wiki Scores,Question Text
1842,0,whiskey_rebellion,"caroline_affair:0.159598391799, whiskey_rebellion:0.0594073341593, alexander_ii_of_russia:0.0347098669371, wounded_knee_massacre:0.0330280309567, october_manifesto:0.031701809265, fashoda_incident:0.0241752560752, gamal_abdel_nasser:0.0224275668995, lateran_treaty:0.0201575975031, spanish_civil_war:0.0177766837886, prague_spring:0.013609843556, james_g._blaine:0.0123087892284, second_vatican_council:0.0112230361687, luddite:0.0100866609686, peterloo_massacre:0.00992737439125, george_b._mcclellan:0.00978224388161, cultural_revolution:0.0095017050925, knights_of_labor:0.00928309386165, kulturkampf:0.00879908649039, seneca_falls_convention:0.008716593261, yuan_dynasty:0.00788581773857","john_brown_(abolitionist):3.526841145, adolf_hitler:2.64545351094, whiskey_rebellion:2.57353959146, benedict_arnold:2.26755837881, samuel_adams:2.23462322686, first_crusade:2.02738517099, charles_de_gaulle:2.01942609497, muhammad_ali_jinnah:2.00312872013, black_panther_party:1.99467739749, jawaharlal_nehru:1.90797460225, gamal_abdel_nasser:1.88784931166, ming_dynasty:1.84088657889, easter_rising:1.78692214243, thomas_jefferson:1.78278829044, benito_mussolini:1.75309169734, neville_chamberlain:1.73600177991, winston_churchill:1.71307207769, georges_clemenceau:1.70360904267, david_lloyd_george:1.6973141001, finland:1.68920151451",more violence than actually occurred was averted by the parliamentary maneuvers employed by moderates at a meeting at parkinson 's ferry soon after its more extreme leaders tried to incite its participants with information from letters gained while robbing the postal service.
1850,0,horace_greeley,"franklin_pierce:0.090830521955, millard_fillmore:0.0765525797028, eugene_v._debs:0.0686694639742, samuel_adams:0.0447409160005, james_a._garfield:0.0363064868526, lewis_cass:0.0284635792703, william_ewart_gladstone:0.0221224613606, james_k._polk:0.0194413063343, george_b._mcclellan:0.0182326160758, henry_clay:0.0156720698424, benjamin_harrison:0.0138676737463, grover_cleveland:0.013404968396, john_paul_jones:0.0131000047551, james_buchanan:0.0129637368782, rutherford_b._hayes:0.0127660230188, thomas_jefferson:0.0123237668987, robert_walpole:0.0106174466219, opium_wars:0.0105526934836, john_wilkes_booth:0.0100665620451, ostend_manifesto:0.00884606656828","benjamin_harrison:3.37505141973, hubert_humphrey:3.17637723724, william_jennings_bryan:3.14464991307, pedro_alvares_cabral:3.14464991307, calvin_coolidge:3.07727716751, walter_mondale:2.95083953177, george_wallace:2.87837016194, woodrow_wilson:2.79269902842, barry_goldwater:2.78717240325, grover_cleveland:2.6226075662, john_tyler:2.57312203212, george_b._mcclellan:2.55566784923, james_g._blaine:2.50791715792, rutherford_b._hayes:2.44599743316, john_adams:2.43430117803, charles_stewart_parnell:2.429379394, franklin_pierce:2.32612266889, ronald_reagan:2.31697860621, harry_s._truman:2.23816956064, stephen_a._douglas:2.21112432985",he remarked that he did n't know whether he was running for the presidency or the penitentiary due to the fierce attacks to which he was subjected as the nominee of the liberal republicans when he polled 86 electoral votes but died before the electoral college.
171837,0,lateran_treaty,"congress_of_vienna:0.18563604557, opium_wars:0.113611949799, louisiana_purchase:0.0523982114944, benjamin_harrison:0.0388324970659, wars_of_the_roses:0.032361033917, compromise_of_1850:0.0294710578247, kulturkampf:0.0209468895422, congress_of_berlin:0.0177034875799, clara_barton:0.0151395627517, lateran_treaty:0.0140331453895, war_of_the_pacific:0.0139259491051, konrad_adenauer:0.0132367062437, treaty_of_ghent:0.0111928206544, antonio_de_oliveira_salazar:0.0106602746506, brook_farm:0.00925958556723, clayton_antitrust_act:0.00890930543834, council_of_constance:0.00875985417304, anti-masonic_party:0.00838220827789, otto_von_bismarck:0.00819185106503, greenback_party:0.0081661315563","william_mckinley:3.10244819779, league_of_nations:3.07631098493, boxer_rebellion:2.95968363419, otto_von_bismarck:2.91736031086, neville_chamberlain:2.6789123605, opium_wars:2.61903988273, mustafa_kemal_ataturk:2.61903988273, konrad_adenauer:2.55121863875, trent_affair:2.54111990186, black_hawk_war:2.48747719281, hanseatic_league:2.47484730478, nikita_khrushchev:2.29139085255, suez_crisis:2.25849868915, francisco_franco:2.18458505722, woodrow_wilson:2.10585800759, muhammad_ali_jinnah:1.98475447639, indira_gandhi:1.96724901177, brian_mulroney:1.92336400418, john_jay:1.91464052885, nelson_mandela:1.88596049091",the first part of this agreement addressed extraterritorial buildings and required one party to remain neutral in international disputes.
171837,1,lateran_treaty,"opium_wars:0.411883728932, compromise_of_1850:0.0374918097211, yuan_dynasty:0.0278679842908, boxer_rebellion:0.0254275054257, louisiana_purchase:0.0240032382318, congress_of_berlin:0.0205466888044, benjamin_harrison:0.0194243065051, wars_of_the_roses:0.0137404405134, alien_and_sedition_acts:0.0100245315627, battle_of_caporetto:0.00893220783614, ostend_manifesto:0.00878946240273, war_of_the_pacific:0.00795840271545, peace_of_westphalia:0.00777849866777, treaty_of_brest-litovsk:0.00748298899124, ronald_reagan:0.00746907422962, congress_of_vienna:0.00743685679159, golden_horde:0.00729515530232, lateran_treaty:0.00709231355266, treaty_of_portsmouth:0.00659917178536, clayton_antitrust_act:0.00601240208866","league_of_nations:3.73554595892, boxer_rebellion:3.25969736686, opium_wars:3.01644207127, mustafa_kemal_ataturk:3.01644207127, william_mckinley:2.90930824699, neville_chamberlain:2.85001628684, otto_von_bismarck:2.50240530906, konrad_adenauer:2.25099356619, war_of_the_pacific:2.24923675013, brian_mulroney:2.22213248117, winston_churchill:2.18587489088, black_hawk_war:2.11959580315, napoleon_iii:2.09613028641, suez_crisis:2.08985033066, james_g._blaine:2.04615686894, portugal:2.01555835069, finland:2.00648350975, paraguay:1.95826561088, woodrow_wilson:1.93562073339, ethiopia:1.93296957251",the first part of this agreement addressed extraterritorial buildings and required one party to remain neutral in international disputes. the second called for an indemnity of 750 million lire to cover territorial loss.
171837,2,lateran_treaty,"opium_wars:0.154606346711, lateran_treaty:0.120676759166, louisiana_purchase:0.0416178689152, alien_and_sedition_acts:0.0273166395365, congress_of_berlin:0.0190777323635, congress_of_vienna:0.0172638925978, treaty_of_portsmouth:0.0151319642633, clayton_antitrust_act:0.014888817248, peace_of_westphalia:0.012860186123, benjamin_harrison:0.0116295665967, battle_of_caporetto:0.0111989353112, compromise_of_1850:0.0100288750464, boxer_rebellion:0.0097369565718, kulturkampf:0.00967510687587, treaty_of_brest-litovsk:0.00919890028335, albany_congress:0.00878499901937, mughal_empire:0.00793078004251, war_of_devolution:0.00763706724795, yuan_dynasty:0.00757479568954, war_of_the_pacific:0.00676985715307","league_of_nations:3.28814066794, portugal:3.16128612277, benito_mussolini:3.1009483426, lateran_treaty:2.96299841136, francisco_franco:2.78605020499, ethiopia:2.55564919147, neville_chamberlain:2.5288710001, james_g._blaine:2.48903692598, boxer_rebellion:2.47273839485, otto_von_bismarck:2.46489767205, mikhail_gorbachev:2.46341597442, william_mckinley:2.4587582132, konrad_adenauer:2.37633569226, paraguay:2.33003964456, napoleon_iii:2.12990832571, brian_mulroney:2.12556899969, finland:2.03231036619, opium_wars:2.02496360446, mustafa_kemal_ataturk:2.02496360446, byzantine_empire:2.00262150153",the first part of this agreement addressed extraterritorial buildings and required one party to remain neutral in international disputes. the second called for an indemnity of 750 million lire to cover territorial loss. the third was amended by the concordat of 1985 that ended catholicism 's status as the official religion of italy.
186175,0,babur,"battle_of_austerlitz:0.117224354994, safavid_dynasty:0.0870844738876, july_revolution:0.0546727736273, alexander_ii_of_russia:0.0483334535961, mobutu_sese_seko:0.0421710393482, ming_dynasty:0.0368965221749, justinian_i:0.0275079404464, treaty_of_brest-litovsk:0.0211328956502, peloponnesian_war:0.0194402171879, night_of_the_long_knives:0.0191759975158, mustafa_kemal_ataturk:0.0154738763011, george_b._mcclellan:0.0146199876712, battle_of_marathon:0.0139596618284, maria_theresa:0.0115754246045, suleiman_the_magnificent:0.0115177867509, chandragupta_maurya:0.0108977333648, emilio_aguinaldo:0.0101882523937, umayyad_caliphate:0.00999116944835, provisions_of_oxford:0.00961848258671, herbert_hoover:0.00955251190395","babur:10.7565273919, safavid_dynasty:5.33170835408, gang_of_four:5.33170835408, shah_jahan:4.97552906466, akbar:3.60986201222, suleiman_the_magnificent:3.01765101432, umayyad_caliphate:2.91346576796, kublai_khan:2.86176216806, genghis_khan:2.77682957194, tang_dynasty:2.66930191325, diocletian:2.56028877812, cyrus_the_great:2.55069549217, triangle_shirtwaist_factory_fire:2.40399980526, golden_horde:2.40399980526, atahualpa:2.40399980526, darius_i:2.39559673422, justinian_i:2.3106410587, ivan_the_terrible:2.16248996934, battle_of_hastings:2.11648313027, yuan_dynasty:1.90052241413",this ruler feigned allegiance to ismail i of persia and he ordered the construction of ayodhya 's babri mosque.
1860,0,wilmot_proviso,"james_k._polk:0.666848080497, ostend_manifesto:0.0276888501782, tecumseh:0.0224458290195, earl_warren:0.0124268639314, lewis_cass:0.0115634166748, bonus_army:0.0113317817323, millard_fillmore:0.0106866410396, herbert_hoover:0.010667720613, john_paul_jones:0.0105356928918, dorr_rebellion:0.0105232638447, hannibal:0.00889333902157, james_a._garfield:0.00881700024593, prague_spring:0.00829657985657, wars_of_the_roses:0.00785990534959, aaron_burr:0.00773632220489, ulysses_s._grant:0.0076554037742, daniel_webster:0.00565006167851, zachary_taylor:0.00529658147663, douglas_macarthur:0.00515524534024, byzantine_empire:0.00472661513565","zebulon_pike:3.5478339027, john_sherman:3.5478339027, john_tyler:3.441192474, rutherford_b._hayes:3.30408888177, ethan_allen:3.02914184203, charles_evans_hughes:2.94314713355, aaron_burr:2.86530599052, thaddeus_stevens:2.73017124898, william_henry_harrison:2.54536822099, thomas_hart_benton_(politician):2.5399166025, luddite:2.5399166025, william_mckinley:2.52862791836, samuel_gompers:2.52862791836, james_a._garfield:2.50395621821, seminole_wars:2.415321241, black_hawk_war:2.31152294069, sam_houston:2.28704252077, battle_of_kings_mountain:2.18627285674, huey_long:2.03546882844, john_hancock:2.01441035279",in a surprising move it was voted down by iowa 's legislature.
3909,0,jawaharlal_nehru,"benito_mussolini:0.0375285252396, maria_theresa:0.0338444577622, alexander_h._stephens:0.0310887236216, john_hancock:0.0306661183653, alexander_ii_of_russia:0.0262363100284, elizabeth_cady_stanton:0.0248483413284, thomas_paine:0.0237338162612, paraguay:0.0215781366629, solon:0.0196623290178, mao_zedong:0.0193913751532, emiliano_zapata:0.0158682925102, wars_of_the_roses:0.0143288671345, jefferson_davis:0.0130847862387, marcus_garvey:0.0122488845779, louis_brandeis:0.0120969305875, mustafa_kemal_ataturk:0.0115765682212, finland:0.0109903969435, seminole_wars:0.0106254665024, margaret_thatcher:0.00983846789761, ghana:0.00967866785092","jawaharlal_nehru:6.53114550483, muhammad_ali_jinnah:3.51390342707, nelson_mandela:3.1758611655, charles_sumner:2.47961206432, margaret_sanger:2.38013237561, henry_clay:2.35520382947, woodrow_wilson:2.16992389066, gunpowder_plot:2.10312230314, gamal_abdel_nasser:2.06224950247, julius_nyerere:2.02057317981, thomas_jefferson:2.01402068667, earl_warren:1.90296494566, robert_walpole:1.817351846, seneca_falls_convention:1.81335146188, elizabeth_cady_stanton:1.79458316378, charles_de_gaulle:1.75043619381, portugal:1.74694883936, benjamin_disraeli:1.71676277636, cherokee:1.68418646114, cultural_revolution:1.67292142316",his father motilal encouraged his education and introduced him to such other independence activists as anne besant.
3909,1,jawaharlal_nehru,"william_ewart_gladstone:0.0639638535266, alexander_ii_of_russia:0.0360427729182, mao_zedong:0.0275224905974, chiang_kai-shek:0.0233719941582, charles_stewart_parnell:0.0228233032576, ming_dynasty:0.0227229425929, thomas_paine:0.0171812677077, maria_theresa:0.0169847557439, benjamin_disraeli:0.0160235091509, emiliano_zapata:0.0154988427143, muhammad_ali_jinnah:0.0152008526841, alexander_kerensky:0.0146517983681, marcus_garvey:0.0144412774474, finland:0.0141149562383, elizabeth_cady_stanton:0.0127208189259, antonio_lopez_de_santa_anna:0.0126817531077, luddite:0.0126503335802, solon:0.0107859348422, molly_maguires:0.00990824737915, jawaharlal_nehru:0.00949143467196","jawaharlal_nehru:4.99951210001, nelson_mandela:2.79564102938, muhammad_ali_jinnah:2.71820092397, benjamin_disraeli:2.53323666933, charles_stewart_parnell:2.4747749037, margaret_sanger:2.38841023663, calvin_coolidge:2.36391536049, jane_addams:2.29795776866, woodrow_wilson:2.19148950789, william_ewart_gladstone:2.15100999249, arthur_wellesley,_1st_duke_of_wellington:2.02596968778, a._philip_randolph:1.99640900013, alexander_ii_of_russia:1.98002647915, herbert_hoover:1.92330094133, gamal_abdel_nasser:1.92192346315, winston_churchill:1.9208005757, easter_rising:1.90601528293, mao_zedong:1.86675956694, margaret_thatcher:1.86619320687, charles_de_gaulle:1.79014094338",his father motilal encouraged his education and introduced him to such other independence activists as anne besant. after visiting dublin in 1907 and becoming interested in the irish independence movement he became more radical than his father in working towards indian independence.
3909,2,jawaharlal_nehru,"chiang_kai-shek:0.038999340807, francisco_franco:0.0353001974946, jawaharlal_nehru:0.023607982916, alexander_kerensky:0.0202871431942, mustafa_kemal_ataturk:0.0181462172593, muhammad_ali_jinnah:0.0168308864832, william_ewart_gladstone:0.0133466637087, marcus_garvey:0.0130894962285, alexander_ii_of_russia:0.01179813797, ghana:0.0109642642657, eleanor_roosevelt:0.0098751737746, alexander_h._stephens:0.00970508749394, charles_stewart_parnell:0.00965221534142, james_a._garfield:0.0094129209786, portugal:0.00932859726363, albert_b._fall:0.00914437653691, antonio_de_oliveira_salazar:0.00841178721367, cecil_rhodes:0.00830088414065, jamaica:0.00799225965075, luddite:0.00786206743363","jawaharlal_nehru:5.9175737524, muhammad_ali_jinnah:4.97933321309, nelson_mandela:2.92045706997, benjamin_disraeli:2.34452135677, gamal_abdel_nasser:2.27211189057, woodrow_wilson:2.20158823576, charles_de_gaulle:2.01847716988, winston_churchill:1.9169236864, samuel_adams:1.86352029176, thomas_jefferson:1.78810731376, charles_stewart_parnell:1.78063727667, fidel_castro:1.72937149729, mao_zedong:1.69841016478, herbert_hoover:1.68845050957, labour_party_(uk):1.67727565575, david_lloyd_george:1.64761911991, arthur_wellesley,_1st_duke_of_wellington:1.63053960504, margaret_thatcher:1.60594560599, margaret_sanger:1.58990417089, haile_selassie:1.58249037473",his father motilal encouraged his education and introduced him to such other independence activists as anne besant. after visiting dublin in 1907 and becoming interested in the irish independence movement he became more radical than his father in working towards indian independence. as a result he helped found the indian national congress and held important talks with mohammed ali jinnah during the 1940s over the partition or unity of an independent india.
3925,0,songhai_empire,"battle_of_plassey:0.10601610451, battle_of_marathon:0.0250360271009, hannibal:0.0229309117407, tecumseh:0.0224179023494, battle_of_gettysburg:0.0223642035879, battle_of_the_little_bighorn:0.0193844369387, battle_of_puebla:0.0190892640108, golden_horde:0.0150029020126, congress_of_vienna:0.0144427380012, crimean_war:0.0143868674477, cultural_revolution:0.0143615558819, charles_martel:0.0132255504039, babur:0.013012522899, zachary_taylor:0.0129757996514, spanish_civil_war:0.0127085269978, third_crusade:0.0126797491316, lester_b._pearson:0.0117864850616, battle_of_tannenberg:0.0115024538201, battle_of_the_thames:0.0113802106465, xyz_affair:0.00959823629413","wars_of_the_roses:3.67537150319, henry_i_of_england:3.36367502401, umayyad_caliphate:3.2873047968, war_of_the_spanish_succession:2.9490360959, cultural_revolution:2.89730863499, cyrus_the_great:2.24192016962, provisions_of_oxford:2.08188159566, otto_von_bismarck:2.08188159566, william_henry_harrison:2.04472003029, hittites:2.01849212463, golden_horde:1.97644605025, third_crusade:1.97242780711, council_of_chalcedon:1.97242780711, claudius:1.85082714065, vandals:1.81840623329, han_dynasty:1.79662378557, william_the_conqueror:1.75569075655, battle_of_bosworth_field:1.72277209435, john_t._scopes:1.68233297715, battle_of_gettysburg:1.68233297715",a battle for control of it occurred at anfao and the general yaya manipulated a crucial succession.
1880,0,battle_of_the_thames,"battle_of_culloden:0.198432936867, battle_of_the_thames:0.0807221530226, battle_of_salamis:0.0536137057748, battle_of_antietam:0.0476082430456, battle_of_blenheim:0.0390306905504, battle_of_bosworth_field:0.0356145384533, suez_crisis:0.0258239373746, battle_of_plassey:0.0241477044264, guadalcanal:0.0236921155308, battle_of_agincourt:0.0217216120535, crimean_war:0.0177252938117, battle_of_zama:0.0160381353512, spanish_civil_war:0.014889699033, battle_of_kings_mountain:0.0126371981206, war_of_the_spanish_succession:0.0123993119637, battle_of_lepanto:0.0115580760938, second_boer_war:0.00970589473697, pancho_villa:0.00862920641291, margaret_thatcher:0.00854456682599, first_battle_of_bull_run:0.00811248115904","emiliano_zapata:3.45790024374, battle_of_the_little_bighorn:2.98768009857, battle_of_salamis:2.80209800157, napoleon_iii:2.69527625158, haile_selassie:2.61014798708, amerigo_vespucci:2.61014798708, john_brown_(abolitionist):2.60956120779, battle_of_the_bulge:2.51985650561, battle_of_leyte_gulf:2.38259648847, falklands_war:2.36877634375, black_hawk_war:2.35246011185, andrew_jackson:2.17513367543, suez_crisis:2.02746951257, labour_party_(uk):2.02746951257, giuseppe_garibaldi:2.00229475829, battle_of_tannenberg:1.98605589792, battle_of_hastings:1.98394915878, battle_of_culloden:1.93905311856, battle_of_chancellorsville:1.91730390652, francis_drake:1.89336408134",the night prior to this battle saw walk-in-the-water defect to the american side with sixty followers.
145246,0,franklin_pierce,"zachary_taylor:0.225655301331, john_quincy_adams:0.122031488909, franklin_pierce:0.0423603352361, john_tyler:0.0353955099366, ostend_manifesto:0.0350737920527, james_buchanan:0.0271213145882, ulysses_s._grant:0.0237922241412, antonio_lopez_de_santa_anna:0.0215076484329, wilmot_proviso:0.0185747279403, ambrose_burnside:0.0174925753229, gadsden_purchase:0.0152534652542, william_tecumseh_sherman:0.0141288160731, henry_clay:0.013691587802, jefferson_davis:0.0121421745357, black_hawk_war:0.0103985212041, xyz_affair:0.0100131500029, john_c._calhoun:0.00939961099958, john_jay:0.00887996922608, william_ewart_gladstone:0.00832985578907, earl_warren:0.00816068856327","zachary_taylor:3.18377985789, rutherford_b._hayes:3.03681693459, sam_houston:2.65274266021, franklin_pierce:2.55066627233, ulysses_s._grant:2.52103921942, credit_mobilier_of_america_scandal:2.50209606623, ambrose_burnside:2.50209606623, james_k._polk:2.33286003413, millard_fillmore:2.26333606232, john_quincy_adams:2.15488995363, francisco_i._madero:2.13925013747, william_tecumseh_sherman:2.08587742756, george_b._mcclellan:2.05381852921, fidel_castro:2.04695740543, jefferson_davis:2.00824626478, leon_trotsky:1.99229934325, benedict_arnold:1.96464702556, walter_mondale:1.81359561997, gadsden_purchase:1.79761905569, henry_clay:1.79258738202",he served three terms in the u.s. congress before joining the army during the mexican war.
145246,1,franklin_pierce,"zachary_taylor:0.132723882172, jefferson_davis:0.0880789013936, ulysses_s._grant:0.065815971375, franklin_pierce:0.0496551708813, ostend_manifesto:0.0248273520798, gadsden_purchase:0.0175862361206, free_soil_party:0.0140618037167, black_hawk_war:0.0124420618894, greenback_party:0.0121170518977, millard_fillmore:0.0113867424965, missouri_compromise:0.0110740956478, antonio_lopez_de_santa_anna:0.0102144281687, claudius:0.00995804695216, john_quincy_adams:0.0098415370136, porfirio_diaz:0.00962325377047, wilmot_proviso:0.00958316918868, barry_goldwater:0.00884217596293, benito_juarez:0.00834467596812, ronald_reagan:0.00789255892446, fugitive_slave_laws:0.00709186378042","james_k._polk:4.11676154155, franklin_pierce:3.75043623424, millard_fillmore:3.48919492533, ulysses_s._grant:3.44511822132, whig_party_(united_states):2.988990816, benjamin_harrison:2.9312625754, zachary_taylor:2.80056437158, john_sherman:2.769601337, rutherford_b._hayes:2.73901760022, william_henry_harrison:2.63175445504, james_buchanan:2.28295650076, george_b._mcclellan:2.21800441617, grover_cleveland:2.12395045951, thaddeus_stevens:2.1062205525, martin_van_buren:2.02492754162, woodrow_wilson:1.97482006928, harry_s._truman:1.92635581912, jefferson_davis:1.92338004027, james_g._blaine:1.89018023988, calvin_coolidge:1.82831424959",he served three terms in the u.s. congress before joining the army during the mexican war. drafted out of retirement after the democrats could find no other acceptable candidates he carried 27 of 31 states in defeating mexican war hero winfield_scott.
106341,0,tammany_hall,"war_of_the_spanish_succession:0.0682993044373, green_mountain_boys:0.039022905992, louis_riel:0.0241757713826, benjamin_disraeli:0.0218957685759, millard_fillmore:0.020021249411, anti-masonic_party:0.0198318516757, samuel_gompers:0.018707919317, ghana:0.0173393025951, muhammad_ali_jinnah:0.0157806596475, james_a._garfield:0.0153399564497, alien_and_sedition_acts:0.0153375712387, john_paul_jones:0.0149293715773, henry_hudson:0.0132717485685, william_penn:0.0106586369414, hugh_capet:0.0106416755145, marcus_garvey:0.0105174558394, black_panther_party:0.0102489319676, bonus_army:0.0099066826588, whig_party_(united_states):0.00962095232392, jacques_cartier:0.00960542838504","tammany_hall:5.52501796203, chester_a._arthur:3.84161866094, grover_cleveland:2.95081494118, molly_maguires:2.76842359839, woodrow_wilson:2.75541787293, william_lloyd_garrison:2.52986436822, thomas_nast:2.51589527164, easter_rising:2.4601488413, william_penn:2.31359297389, warren_g._harding:2.29987822073, whig_party_(united_states):2.29743495905, victoria_woodhull:2.23213184924, maine:2.20912895939, cherokee:2.0420821243, louis_brandeis:1.97923157966, john_adams:1.95936966751, hull_house:1.94166808749, charles_stewart_parnell:1.92790929966, brian_mulroney:1.89164203485, henry_cabot_lodge:1.82005147009",organization had the support of irish immigrants and among its notable leaders were charles francis murphy.
106356,0,edward_the_confessor,"kublai_khan:0.229516863603, edward_the_confessor:0.221491379634, william_the_conqueror:0.181328085602, atahualpa:0.0705401820179, charlemagne:0.0344787266519, fidel_castro:0.022870011136, giuseppe_garibaldi:0.0182388893618, hannibal:0.0178302616562, philip_ii_of_macedon:0.0173591490998, henry_the_navigator:0.0165037805513, napoleon_iii:0.0105080772015, christopher_columbus:0.00594645083748, jawaharlal_nehru:0.0058578369458, william_penn:0.00561436025887, otto_von_bismarck:0.00539750418661, aethelred_the_unready:0.00502453466599, leonid_brezhnev:0.00477064479707, teutonic_knights:0.00466647251254, toyotomi_hideyoshi:0.00465861943301, genghis_khan:0.00452165024543","edward_the_confessor:7.90291171429, william_the_conqueror:7.29140211225, battle_of_hastings:5.93998754445, henry_i_of_england:4.14638599058, leon_trotsky:3.09699620787, fourth_crusade:2.99070854043, john_paul_jones:2.82623258295, charles_de_gaulle:2.79699513309, muhammad:2.70801922426, hugh_capet:2.65689846299, eleanor_of_aquitaine:2.38625600027, battle_of_agincourt:2.32521637171, chiang_kai-shek:2.12568417392, han_dynasty:1.89169583976, nero:1.7721596076, pierre_trudeau:1.69437186673, ivan_the_terrible:1.61331003951, ming_dynasty:1.55192760973, wars_of_the_roses:1.55087639531, winston_churchill:1.54727983595",this man and his brother plotted and failed to dispose harold harefoot but failed and they were exiled to normandy.
145272,0,first_battle_of_bull_run,"battle_of_bosworth_field:0.208404422503, battle_of_chancellorsville:0.0936713697475, battle_of_antietam:0.0438631566364, long_march:0.0204523076297, marcus_licinius_crassus:0.0202386890197, congress_of_vienna:0.0201131347213, charles_martel:0.01910456993, battle_of_trenton:0.0170403187438, battle_of_bannockburn:0.0134503176493, compromise_of_1850:0.0124312693047, battle_of_hastings:0.0121310892154, ambrose_burnside:0.0117320918584, battle_of_plassey:0.00998291400563, battle_of_salamis:0.00973313891759, mustafa_kemal_ataturk:0.00919606688925, black_hawk_war:0.00869962824004, john_tyler:0.00784797560174, fugitive_slave_laws:0.00758360761093, henry_l._stimson:0.00746007485223, aethelred_the_unready:0.00709692271122","first_battle_of_bull_run:7.19057563248, battle_of_antietam:5.34136145159, platt_amendment:5.07244709867, battle_of_chancellorsville:5.07244709867, battle_of_gettysburg:3.12047241453, battle_of_bunker_hill:2.82471491656, great_northern_war:2.75083190562, suez_crisis:2.55003407075, battle_of_hastings:2.34657584577, battle_of_the_bulge:2.34047671199, boxer_rebellion:2.24854485016, credit_mobilier_of_america_scandal:2.22689007119, ambrose_burnside:2.22689007119, battle_of_trenton:2.16759217865, thomas_paine:1.92978305799, battle_of_blenheim:1.91775749476, huey_long:1.85974962251, battle_of_bosworth_field:1.75659390202, haile_selassie:1.67677149486, george_b._mcclellan:1.66967654402",instead of attacking the warrenton turnpike bridge the invading army made a six-mile flanking march.
156308,0,shaka,"william_the_conqueror:0.251021205432, peace_of_westphalia:0.0429043089412, oliver_cromwell:0.0335328939972, grover_cleveland:0.0259075980087, shaka:0.0256131697465, attila:0.0256099455644, maria_theresa:0.0199854730171, jacquerie:0.0186866842133, sam_houston:0.0178695124471, hannibal:0.0148195756489, mobutu_sese_seko:0.0145874336471, napoleon_iii:0.0133907411039, martin_van_buren:0.0120510407998, ambrose_burnside:0.0101618705311, pepin_the_short:0.00978564416364, alexander_kerensky:0.00935729433717, kublai_khan:0.00897582538442, battle_of_bosworth_field:0.00859823608171, francisco_franco:0.00828091062804, gaius_marius:0.00819347100961","shaka:7.74235744468, benito_juarez:7.74235744468, wars_of_the_roses:3.22832673713, charlemagne:2.31318502113, porfirio_diaz:2.08934887645, congress_of_berlin:2.08934887645, league_of_nations:2.0804059214, akbar:2.06321354914, charles_martel:1.89697008653, songhai_empire:1.88214391478, warren_g._harding:1.83623388533, philip_ii_of_macedon:1.80251200299, william_penn:1.7009151579, han_dynasty:1.62846684371, battle_of_bosworth_field:1.62556896997, barry_goldwater:1.59792827764, mao_zedong:1.54364131158, nero:1.52650106865, james_g._blaine:1.52618711043, kublai_khan:1.48854737964",zwide failed to submit to this man after swearing loyalty sparking three campaigns against the ndwandwe.
118661,0,council_of_trent,"league_of_nations:0.0652094111859, council_of_trent:0.0592168494487, john_sherman:0.0545372027064, council_of_constance:0.0221413339439, grover_cleveland:0.0133670263321, martin_luther:0.0123214719279, diet_of_worms:0.0122201270383, huldrych_zwingli:0.0115734370826, woodrow_wilson:0.011499380101, sam_houston:0.0109720281203, teapot_dome_scandal:0.010846549765, brook_farm:0.0107089194616, antonio_de_oliveira_salazar:0.0106957300341, leonid_brezhnev:0.00950272270597, clara_barton:0.00939806357619, second_vatican_council:0.00938353697923, ethiopia:0.00857340543001, calvin_coolidge:0.0083688855725, congress_of_berlin:0.00813104318336, cherokee:0.00696652198126","william_henry_harrison:2.75438857039, lewis_cass:2.54168011748, charles_sumner:2.18582965241, martin_luther:2.15117395379, john_tyler:2.12800207901, pancho_villa:2.09004853047, jacques_marquette:2.09004853047, sam_houston:1.96248146874, nelson_mandela:1.95376582498, ulysses_s._grant:1.91313214159, benjamin_disraeli:1.84449436623, franklin_pierce:1.82830580599, prague_spring:1.82158594674, henry_clay:1.81869533161, alexander_hamilton:1.81771175842, muhammad_ali_jinnah:1.80007643804, fidel_castro:1.78458365805, charles_de_gaulle:1.77724790239, zachary_taylor:1.76942940376, jefferson_davis:1.7609415459",girolama seripando was the representative of the augustinian order at this meeting where marcello cervini served as the secretary.
