Question ID,Sentence Position,Answer,QANTA Scores
4330,1,safavid_dynasty,"safavid_dynasty:0.338483852215, suleiman_the_magnificent:0.0834526064418, maria_theresa:0.0414039616188, yuan_dynasty:0.0395552858791, tokugawa_ieyasu:0.0170641294609, alexander_ii_of_russia:0.016650264736, paris_commune:0.0143618663131, battle_of_marathon:0.012399521173, ming_dynasty:0.0119148220924, oda_nobunaga:0.0115465690098, umayyad_caliphate:0.0114822152365, songhai_empire:0.0112811497829, caroline_affair:0.0108910008046, tang_dynasty:0.00972889707466, guelphs_and_ghibellines:0.0094547251601, chandragupta_maurya:0.00851325740847, kamakura_shogunate:0.00779290503446, third_crusade:0.00634480170391, opium_wars:0.00633257987487, provisions_of_oxford:0.0062361916049"
4330,2,safavid_dynasty,"safavid_dynasty:0.253899808823, ming_dynasty:0.0297782012761, suleiman_the_magnificent:0.0253364207224, umayyad_caliphate:0.0206415041578, ferdinand_magellan:0.0183648094723, paris_commune:0.0182854766369, oda_nobunaga:0.0178231848607, yuan_dynasty:0.016927120675, byzantine_empire:0.0136091756714, maria_theresa:0.0115201953616, alexander_ii_of_russia:0.0113577457113, mughal_empire:0.0106413214831, ghana:0.0105959763827, hyksos:0.00911524398298, tokugawa_shogunate:0.00892707198774, battle_of_marathon:0.00891232504539, carthage:0.00874177173474, tokugawa_ieyasu:0.00873316659382, muhammad:0.0074719252768, giuseppe_garibaldi:0.00741534895925"
4330,3,safavid_dynasty,"safavid_dynasty:0.536431518466, yuan_dynasty:0.0199360381436, suleiman_the_magnificent:0.0173404520893, mughal_empire:0.0145067691349, ming_dynasty:0.0139274613387, ghana:0.0127325659348, umayyad_caliphate:0.00973191854661, hyksos:0.00971218207922, oda_nobunaga:0.00923276213893, paris_commune:0.0091076192091, genghis_khan:0.00847304418409, tokugawa_shogunate:0.00726128841023, songhai_empire:0.00714727134554, tokugawa_ieyasu:0.00694958601305, chandragupta_maurya:0.00547833005607, opium_wars:0.00527330179796, alexander_ii_of_russia:0.0052487802763, kublai_khan:0.00524292403708, battle_of_marathon:0.00523294871179, ethan_allen:0.00511907499208"
4330,4,safavid_dynasty,"safavid_dynasty:0.566491610199, yuan_dynasty:0.0229252474686, ghana:0.0185707657554, hyksos:0.0107109402705, ming_dynasty:0.0104272026672, mughal_empire:0.0101579466246, tokugawa_shogunate:0.00970820118119, oda_nobunaga:0.0092335814984, paris_commune:0.00882346825436, suleiman_the_magnificent:0.00816314963235, kublai_khan:0.00727497648069, genghis_khan:0.00685410866938, songhai_empire:0.00673360230303, opium_wars:0.0066420694833, tokugawa_ieyasu:0.00644751075784, chandragupta_maurya:0.00614797186168, umayyad_caliphate:0.00540581485927, kamakura_shogunate:0.00454545849934, byzantine_empire:0.00452307654161, ivan_the_terrible:0.00418187105433"
4330,5,safavid_dynasty,"safavid_dynasty:0.376245621742, ghana:0.0194252135964, yuan_dynasty:0.0174166363395, mughal_empire:0.0163914034591, tokugawa_shogunate:0.0137676558438, ming_dynasty:0.0132582640415, genghis_khan:0.0126798965139, suleiman_the_magnificent:0.0117200249354, oda_nobunaga:0.0111873788999, hyksos:0.0106119078509, paris_commune:0.00993896966631, chandragupta_maurya:0.0095318798989, kublai_khan:0.00897050026075, umayyad_caliphate:0.00891884584411, songhai_empire:0.00886134821025, tokugawa_ieyasu:0.00804277730005, tang_dynasty:0.00699712238583, ivan_the_terrible:0.00653796715108, teutonic_knights:0.00640065283075, opium_wars:0.00591743544561"
180459,0,huey_long,"huey_long:0.540829262633, alexander_kerensky:0.0692988180096, charles_stewart_parnell:0.0242439347613, adlai_stevenson_ii:0.0178474579496, victoria_woodhull:0.0158306081205, adolf_hitler:0.0117180025778, free_soil_party:0.0102088506575, maximilien_de_robespierre:0.00965947170629, battle_of_caporetto:0.00933535832152, muhammad_ali_jinnah:0.00892062977706, francisco_i._madero:0.00852640966369, spiro_agnew:0.00748413462283, benjamin_harrison:0.00686072815565, salem_witch_trials:0.00554790707757, julius_nyerere:0.00546297029878, cultural_revolution:0.00522025685253, adolf_eichmann:0.00519197965148, night_of_the_long_knives:0.0045462404218, clara_barton:0.00416957790717, tammany_hall:0.00392881592536"
180459,1,huey_long,"huey_long:0.260815011147, alexander_kerensky:0.0659851140463, adlai_stevenson_ii:0.0141479221913, robert_walpole:0.0115424398533, victoria_woodhull:0.0103456242525, cultural_revolution:0.0101347695228, muhammad_ali_jinnah:0.00977656744168, francisco_i._madero:0.00959014763601, maximilien_de_robespierre:0.00912539611479, barry_goldwater:0.00870322461614, adolf_eichmann:0.00832989167544, booker_t._washington:0.00819716129169, charles_stewart_parnell:0.00762473262345, henry_i_of_england:0.00759843401639, julius_nyerere:0.00711416079025, whig_party_(united_states):0.00710352372001, getulio_vargas:0.00694971447361, whiskey_ring:0.00688891663046, free_soil_party:0.00666586290364, fugitive_slave_laws:0.00649408145339"
180459,2,huey_long,"huey_long:0.511880246926, alexander_kerensky:0.0272822464972, adlai_stevenson_ii:0.0111235797349, barry_goldwater:0.00833488508591, getulio_vargas:0.00790835058241, booker_t._washington:0.0068574320465, cultural_revolution:0.00683286424533, maximilien_de_robespierre:0.00654745440798, muhammad_ali_jinnah:0.00638646648179, ambrose_burnside:0.00603507265014, fugitive_slave_laws:0.00598364929412, mobutu_sese_seko:0.00597769466976, free_soil_party:0.00566311943765, julius_nyerere:0.00534642663963, robert_walpole:0.00533838475369, francisco_i._madero:0.0048647972227, clara_barton:0.00481400678912, victoria_woodhull:0.00476551597565, triangle_shirtwaist_factory_fire:0.00456230835532, october_manifesto:0.00425145586389"
2292,0,henry_l._stimson,"henry_l._stimson:0.519616607686, william_jennings_bryan:0.023764590775, babur:0.0228843767852, gamal_abdel_nasser:0.0149358524874, emilio_aguinaldo:0.0130539575716, george_meade:0.0082353276181, fidel_castro:0.00761927190446, julius_nyerere:0.00756448653133, suez_crisis:0.00729244236322, giuseppe_garibaldi:0.00708616922343, july_revolution:0.00699160340646, treaty_of_brest-litovsk:0.00622073008357, first_triumvirate:0.00587230294182, pierre_trudeau:0.00539184939473, antonio_lopez_de_santa_anna:0.00493412400016, sam_houston:0.00431154499628, bastille:0.00429017048475, ambrose_burnside:0.00399637663702, george_b._mcclellan:0.00373715707472, bernardo_o'higgins:0.00363528244727"
2292,1,henry_l._stimson,"henry_l._stimson:0.309791306109, william_jennings_bryan:0.0201632853539, george_meade:0.014805744694, emilio_aguinaldo:0.0147585156534, babur:0.0113692856951, charles_evans_hughes:0.0112205911636, giuseppe_garibaldi:0.0103626007057, ulysses_s._grant:0.0100256629808, john_foster_dulles:0.00933187558917, julius_nyerere:0.00821686366728, john_c._calhoun:0.00757396843678, james_monroe:0.00642129340694, charles_de_gaulle:0.00637270285186, thomas_jefferson:0.00604651538335, fidel_castro:0.00586779110653, gamal_abdel_nasser:0.00578592390759, herbert_hoover:0.00556145350917, francisco_pizarro:0.00505631659317, pierre_trudeau:0.00497064940205, july_revolution:0.00473254236503"
2292,2,henry_l._stimson,"henry_l._stimson:0.259049309805, emilio_aguinaldo:0.0161943661333, babur:0.0156127099131, julius_nyerere:0.0115265937427, herbert_hoover:0.0102924901546, charles_de_gaulle:0.00999136353157, george_meade:0.00925443650741, william_jennings_bryan:0.00820898616866, charles_evans_hughes:0.00813103358639, indira_gandhi:0.00743541615209, suez_crisis:0.00741551219573, giuseppe_garibaldi:0.00685993898438, porfirio_diaz:0.00600577732628, francisco_pizarro:0.00597682262314, john_foster_dulles:0.00586458886316, fidel_castro:0.00581005136849, fourth_crusade:0.00565562059385, mustafa_kemal_ataturk:0.00540133687622, monroe_doctrine:0.00523992181869, adolf_eichmann:0.00523331195389"
2292,3,henry_l._stimson,"henry_l._stimson:0.225895827051, herbert_hoover:0.0156201990266, babur:0.0148407395545, emilio_aguinaldo:0.0133612132614, charles_de_gaulle:0.0127007973515, charles_evans_hughes:0.0110570127438, john_foster_dulles:0.0106664494721, julius_nyerere:0.00835486474072, giuseppe_garibaldi:0.00817323107925, monroe_doctrine:0.00729079838529, george_meade:0.00687788173049, mustafa_kemal_ataturk:0.00681180550035, fourteen_points:0.006229558318, james_monroe:0.00618756805927, ulysses_s._grant:0.00546579983419, indira_gandhi:0.00545678758748, napoleon_iii:0.00528929441436, treaty_of_brest-litovsk:0.00521488835581, porfirio_diaz:0.00520394875982, suez_crisis:0.00502362881475"
184750,2,meiji_restoration,"meiji_restoration:0.261525236602, tokugawa_shogunate:0.106030503102, seneca_falls_convention:0.0251106495196, kamakura_shogunate:0.0242190803561, gamal_abdel_nasser:0.0159767467758, tang_dynasty:0.0123629194616, cultural_revolution:0.0103448959922, treaty_of_brest-litovsk:0.00965149754543, oda_nobunaga:0.00877746767793, claudius:0.00772870287998, yuan_dynasty:0.00736166790217, league_of_nations:0.00625902805671, toyotomi_hideyoshi:0.00617145995374, pericles:0.00580536944839, douglas_macarthur:0.00553996199851, marcus_licinius_crassus:0.00551964656115, frederick_douglass:0.00537697903904, peter_the_great:0.00520548407906, battle_of_plassey:0.00515100403268, fort_ticonderoga:0.00506407079507"
184750,3,meiji_restoration,"meiji_restoration:0.2316387702, tokugawa_shogunate:0.221984799076, kamakura_shogunate:0.0592128461015, oda_nobunaga:0.0261562191967, claudius:0.017418538212, tang_dynasty:0.0151487293827, toyotomi_hideyoshi:0.0123116969323, gamal_abdel_nasser:0.0122446678183, cultural_revolution:0.0100852391776, seneca_falls_convention:0.00880969587432, henry_cabot_lodge:0.00867356937557, league_of_nations:0.00836081559057, yuan_dynasty:0.00720827037085, ivan_the_terrible:0.00654628353458, getulio_vargas:0.00648782251114, diocletian:0.00595814206178, ming_dynasty:0.00594347214717, tokugawa_ieyasu:0.0059031230235, darius_i:0.00587509627049, douglas_macarthur:0.00572570507391"
4345,1,khmer_empire,"khmer_empire:0.14874903924, tokugawa_shogunate:0.0374352769899, ethiopia:0.0309533862232, golden_horde:0.0227089066133, darius_i:0.0221431479844, portugal:0.0217887120545, hanseatic_league:0.0198917696337, tang_dynasty:0.0172228541076, songhai_empire:0.0149260903729, umayyad_caliphate:0.0116493962701, luddite:0.0111419396737, vandals:0.0110158350928, carthage:0.0109778633961, hyksos:0.0108687331543, cherokee:0.0103289038231, parthian_empire:0.0103007031555, kamakura_shogunate:0.00979162093365, mughal_empire:0.00893385081387, seminole_wars:0.00888977405703, ming_dynasty:0.00877790137603"
4345,2,khmer_empire,"khmer_empire:0.186191249449, ethiopia:0.0344356156502, portugal:0.0204988392184, darius_i:0.0199295681285, carthage:0.0174456368793, hanseatic_league:0.0154422672075, songhai_empire:0.013374763325, umayyad_caliphate:0.0129165643454, golden_horde:0.0123169280123, hyksos:0.0109558254085, teutonic_knights:0.0108172275782, cherokee:0.0105831213091, tokugawa_shogunate:0.0103605012213, tang_dynasty:0.0102343549173, mali_empire:0.00989372125208, amerigo_vespucci:0.00976320273482, vandals:0.00972759126971, ghana:0.00919867604469, opium_wars:0.00884313132284, wilmot_proviso:0.0087819179405"
4345,3,khmer_empire,"khmer_empire:0.396983876071, ethiopia:0.0236328441646, hyksos:0.0137098306034, wilmot_proviso:0.0134007827141, songhai_empire:0.0125621334913, portugal:0.0121623962405, mali_empire:0.0110817872487, hanseatic_league:0.0110612008956, cherokee:0.010417313857, opium_wars:0.00948649209612, vandals:0.0094756021434, ghana:0.00904677709817, seminole_wars:0.00872303436488, carthage:0.00863644841273, darius_i:0.00800654594547, golden_horde:0.00774358893894, teutonic_knights:0.00701376725878, umayyad_caliphate:0.00680500620672, parthian_empire:0.00667083625099, state_of_franklin:0.00661385596949"
4345,4,khmer_empire,"khmer_empire:0.467450496714, ethiopia:0.0188266724418, hyksos:0.0129228383508, songhai_empire:0.0126949781566, wilmot_proviso:0.0118523553576, mali_empire:0.0118188067809, hanseatic_league:0.0106179800106, cherokee:0.00986068213648, vandals:0.00967901161718, opium_wars:0.00890244655092, ghana:0.00837346413094, seminole_wars:0.00809079720892, portugal:0.00808360391904, carthage:0.00794837065313, golden_horde:0.00723967417753, umayyad_caliphate:0.00711684308953, darius_i:0.00665560221492, parthian_empire:0.00659642787155, mughal_empire:0.00636490134591, teutonic_knights:0.00621154041077"
123306,1,charles_stewart_parnell,"charles_stewart_parnell:0.220765319952, jameson_raid:0.0913763721486, gunpowder_plot:0.0333439985303, benjamin_disraeli:0.0292338290811, kwame_nkrumah:0.0284545231789, nelson_mandela:0.0150520171164, war_of_the_spanish_succession:0.014577399416, marcus_garvey:0.0128175184349, oliver_cromwell:0.0124589449785, andrew_jackson:0.010129937185, william_ewart_gladstone:0.00845116281177, louis_riel:0.00780323676242, alien_and_sedition_acts:0.00682642760329, salem_witch_trials:0.00669992222358, cecil_rhodes:0.00647457372476, david_lloyd_george:0.00623129845453, green_mountain_boys:0.00604408289505, neville_chamberlain:0.00602915081067, hudson's_bay_company:0.00558802196151, muhammad_ali_jinnah:0.00542936782367"
123306,2,charles_stewart_parnell,"charles_stewart_parnell:0.546698321636, jameson_raid:0.0327638705889, benjamin_disraeli:0.0291827296736, kwame_nkrumah:0.0183882719721, william_ewart_gladstone:0.00902608676751, nelson_mandela:0.0083729261751, cecil_rhodes:0.00818625718927, gunpowder_plot:0.00791300603069, marcus_garvey:0.00688196913548, kublai_khan:0.00649364535268, david_lloyd_george:0.00597847985347, alien_and_sedition_acts:0.00531184055371, muhammad_ali_jinnah:0.00448267608174, luddite:0.00443963860101, battle_of_marathon:0.00418891756946, teapot_dome_scandal:0.00399129130505, green_mountain_boys:0.0036864828506, eugene_v._debs:0.00367225957238, battle_of_kings_mountain:0.00356558910204, oliver_cromwell:0.00349275989488"
123306,3,charles_stewart_parnell,"charles_stewart_parnell:0.611371881594, benjamin_disraeli:0.0367547963955, jameson_raid:0.0122054963261, kwame_nkrumah:0.0117537033095, nelson_mandela:0.00686736596402, muhammad_ali_jinnah:0.00540672054818, william_ewart_gladstone:0.00471839209293, cecil_rhodes:0.00428112098652, andrew_jackson:0.00403375804062, marcus_garvey:0.00396812242307, gunpowder_plot:0.00366694291123, congress_of_berlin:0.00349165229627, battle_of_kings_mountain:0.0034196294189, alien_and_sedition_acts:0.00328165418223, compromise_of_1850:0.00327393276972, teapot_dome_scandal:0.00317955179082, green_mountain_boys:0.00311741056915, cultural_revolution:0.00311595354357, brian_mulroney:0.00306017557506, david_lloyd_george:0.00292538065776"
123306,4,charles_stewart_parnell,"charles_stewart_parnell:0.749703125326, benjamin_disraeli:0.0578066520101, kwame_nkrumah:0.00797062192568, william_ewart_gladstone:0.00792692560761, muhammad_ali_jinnah:0.00451468831384, jameson_raid:0.00374416431353, cecil_rhodes:0.00373543939777, nelson_mandela:0.00297660625932, congress_of_berlin:0.00247019006646, david_lloyd_george:0.00246229822551, cultural_revolution:0.00238290167635, marcus_garvey:0.00212689137621, francisco_franco:0.0021203676088, brian_mulroney:0.00205837196698, taiping_rebellion:0.00197223514406, battle_of_kings_mountain:0.00193394936689, kublai_khan:0.00180267218911, nikita_khrushchev:0.00174345562442, alien_and_sedition_acts:0.00174309739703, luddite:0.00159216134696"
123306,5,charles_stewart_parnell,"charles_stewart_parnell:0.691408874472, benjamin_disraeli:0.0675835650353, kwame_nkrumah:0.00852826209514, william_ewart_gladstone:0.00846723317563, muhammad_ali_jinnah:0.00512142322254, cecil_rhodes:0.00460246865492, jameson_raid:0.00447804072206, nelson_mandela:0.00317054468556, david_lloyd_george:0.00299267113871, congress_of_berlin:0.00291259054587, cultural_revolution:0.00281750789294, taiping_rebellion:0.00267097639054, marcus_garvey:0.00260083735064, brian_mulroney:0.00259432712393, francisco_franco:0.00251463886843, kublai_khan:0.00232455572664, nikita_khrushchev:0.00203219860717, battle_of_kings_mountain:0.00202742392333, oliver_cromwell:0.00193213639242, luddite:0.00189764114447"
2309,1,hartford_convention,"hartford_convention:0.233110091492, grover_cleveland:0.0233046993764, william_howard_taft:0.0192186095665, benjamin_harrison:0.0151892660864, council_of_constance:0.0142041620636, cultural_revolution:0.0112069522556, jameson_raid:0.00948235589955, samuel_adams:0.009301036381, john_quincy_adams:0.00913286359559, maine:0.0089799971503, diet_of_worms:0.00865074596807, wounded_knee_massacre:0.00852480851098, thomas_jefferson:0.00763980987817, second_vatican_council:0.0075340885845, woodrow_wilson:0.00746974883688, james_g._blaine:0.00724233717798, battle_of_the_little_bighorn:0.00721157100095, warren_g._harding:0.00710277395886, salem_witch_trials:0.00689328487835, free_soil_party:0.00680456588903"
2309,2,hartford_convention,"hartford_convention:0.20173223376, william_howard_taft:0.0231738650298, john_quincy_adams:0.0110229757921, woodrow_wilson:0.0102320644163, elizabeth_cady_stanton:0.010171024123, grover_cleveland:0.010096061401, cultural_revolution:0.00982667568137, warren_g._harding:0.00975348071762, benjamin_harrison:0.00964387980541, free_soil_party:0.00935562199094, thomas_jefferson:0.00861322654084, samuel_adams:0.008301031716, anti-masonic_party:0.00820359945384, council_of_constance:0.00818474629338, equal_rights_amendment:0.00742033252674, salem_witch_trials:0.00736035358381, maine:0.00691401105452, margaret_sanger:0.00660504369423, shays'_rebellion:0.00651352852966, wounded_knee_massacre:0.00648852674946"
2309,3,hartford_convention,"hartford_convention:0.536424193681, benjamin_harrison:0.0123481767571, william_howard_taft:0.0115002039272, cultural_revolution:0.00659929446763, thomas_jefferson:0.00643127991582, grover_cleveland:0.00635049165628, maine:0.00581343680287, warren_g._harding:0.00566798902111, free_soil_party:0.00508067286642, congress_of_vienna:0.00506126066774, shays'_rebellion:0.00471863672109, equal_rights_amendment:0.00464469502331, anti-masonic_party:0.00457656952113, embargo_act_of_1807:0.00450936536263, council_of_constance:0.00422857746755, second_vatican_council:0.00416752725855, john_quincy_adams:0.00411486398922, elizabeth_cady_stanton:0.00404764430999, jacquerie:0.00394588903239, gamal_abdel_nasser:0.00380481285967"
2309,4,hartford_convention,"hartford_convention:0.751606969953, benjamin_harrison:0.00630371851687, william_howard_taft:0.00587707319983, thomas_jefferson:0.00533215038163, maine:0.00511689181232, congress_of_vienna:0.00332268799883, aaron_burr:0.00316229307983, elizabeth_cady_stanton:0.00288602524518, embargo_act_of_1807:0.00282342809127, council_of_constance:0.00274476670267, equal_rights_amendment:0.00273278399366, john_quincy_adams:0.0027106752457, grover_cleveland:0.00259803638535, cultural_revolution:0.00232556820397, anti-masonic_party:0.00232131369683, warren_g._harding:0.00229284845116, shays'_rebellion:0.00219090387864, mary,_queen_of_scots:0.00214820266004, free_soil_party:0.00213640678587, samuel_adams:0.00206043744008"
2311,4,battle_of_the_thames,"battle_of_the_thames:0.0988402251689, battle_of_kings_mountain:0.0811686846385, battle_of_zama:0.0207713622734, great_northern_war:0.0177339834173, vitus_bering:0.0163174518047, benedict_arnold:0.0135539886425, tecumseh:0.0131707090516, battle_of_bunker_hill:0.0127500850742, black_hawk_war:0.0123834939663, battle_of_chancellorsville:0.0114439668585, battle_of_antietam:0.0110883543296, battle_of_culloden:0.0108254044887, battle_of_ayacucho:0.0101232147801, horatio_gates:0.00993683212071, battle_of_bosworth_field:0.00986835447989, falklands_war:0.00948182330414, battle_of_agincourt:0.00924631055883, battle_of_trafalgar:0.00920528794664, battle_of_plassey:0.00866416725084, first_battle_of_bull_run:0.00843144948375"
4360,1,safavid_dynasty,"safavid_dynasty:0.209422556221, league_of_nations:0.0264792435699, wars_of_the_roses:0.0233160702379, teutonic_knights:0.0148845944524, peace_of_westphalia:0.0141859303883, jawaharlal_nehru:0.0125442669173, third_crusade:0.0116823467876, guelphs_and_ghibellines:0.0113513736151, mali_empire:0.00951148854879, suleiman_the_magnificent:0.00941774411242, hanseatic_league:0.00934512078365, war_of_devolution:0.00892187048249, taiping_rebellion:0.00890393831669, mughal_empire:0.0087180412546, john_a._macdonald:0.00814541139394, seminole_wars:0.00735858379133, yuan_dynasty:0.00686053833152, lateran_treaty:0.00679937095543, ethiopia:0.00676706347219, byzantine_empire:0.00653586501842"
4360,2,safavid_dynasty,"safavid_dynasty:0.489653327272, yuan_dynasty:0.0234483484475, wars_of_the_roses:0.014061870057, umayyad_caliphate:0.00915276704653, mughal_empire:0.00747719512427, golden_horde:0.00628971171345, third_crusade:0.00608352514229, mali_empire:0.00564061724685, hyksos:0.00563564231224, ostend_manifesto:0.00559978461766, guelphs_and_ghibellines:0.00532120447694, suleiman_the_magnificent:0.00526339329099, seminole_wars:0.00519813105982, tokugawa_ieyasu:0.00468389652763, samuel_adams:0.00462471151763, songhai_empire:0.00451105507613, peace_of_westphalia:0.00443431815904, opium_wars:0.00440594943358, paris_commune:0.00436979826207, caroline_affair:0.00434925479371"
4360,3,safavid_dynasty,"safavid_dynasty:0.52250049595, yuan_dynasty:0.0237233233064, umayyad_caliphate:0.0167032979428, mughal_empire:0.013302492905, suleiman_the_magnificent:0.0108640085996, byzantine_empire:0.00772590942012, wars_of_the_roses:0.0075883069979, paris_commune:0.00709478858737, tang_dynasty:0.00691327172935, hyksos:0.00663318333537, golden_horde:0.00623116767579, akbar:0.0061988323363, ming_dynasty:0.00613522295048, tokugawa_ieyasu:0.00533564132645, genghis_khan:0.00514013135044, babur:0.00507659187357, charles_martel:0.00473566081613, night_of_the_long_knives:0.00464985103835, songhai_empire:0.00449832842734, mali_empire:0.00417364205968"
4360,4,safavid_dynasty,"safavid_dynasty:0.782837208414, yuan_dynasty:0.0109613274195, mughal_empire:0.00913698488036, umayyad_caliphate:0.00609756590606, suleiman_the_magnificent:0.00574090077977, akbar:0.00418359723646, tokugawa_ieyasu:0.0034288067132, paris_commune:0.00330848213141, byzantine_empire:0.00308717517755, hyksos:0.00306069049046, wars_of_the_roses:0.00305591695487, ming_dynasty:0.00299983127855, genghis_khan:0.0028404356279, dorr_rebellion:0.00267106724356, huldrych_zwingli:0.00236042929789, charles_martel:0.00233163169503, guelphs_and_ghibellines:0.00215701450397, songhai_empire:0.00211784957149, tang_dynasty:0.00211299727079, night_of_the_long_knives:0.00203142174016"
4360,5,safavid_dynasty,"safavid_dynasty:0.808216975334, mughal_empire:0.011826945795, yuan_dynasty:0.0075898263239, umayyad_caliphate:0.00532590414844, suleiman_the_magnificent:0.00509001480554, akbar:0.00427688776258, paris_commune:0.00318079435996, byzantine_empire:0.00281158629472, tokugawa_ieyasu:0.00277830875089, ming_dynasty:0.00259715638704, genghis_khan:0.00245183296829, guelphs_and_ghibellines:0.0024219562802, hyksos:0.00229721284025, wars_of_the_roses:0.0021922941796, dorr_rebellion:0.00218276799183, charles_martel:0.00213239908563, huldrych_zwingli:0.00200729468308, tokugawa_shogunate:0.0019755471684, tang_dynasty:0.0019062265738, teutonic_knights:0.00187507376241"
2313,4,trent_affair,"trent_affair:0.0613122227406, john_paul_jones:0.0240634848267, ostend_manifesto:0.0189458406819, dorr_rebellion:0.0182556681172, ulysses_s._grant:0.00945706788408, credit_mobilier_of_america_scandal:0.00929287859211, gunpowder_plot:0.0091837540859, aaron_burr:0.0089034598792, peterloo_massacre:0.00889876986389, thomas_paine:0.00885874392265, daniel_boone:0.00872180527866, john_c._calhoun:0.00868982389938, black_hawk_war:0.00820398625014, boston_massacre:0.00806267832706, anti-masonic_party:0.00805388931428, brigham_young:0.00738662717008, spiro_agnew:0.00727978969861, john_hay:0.00720632336714, victoria_woodhull:0.00708946332302, wounded_knee_massacre:0.00693636168155"
162059,2,benjamin_harrison,"benjamin_harrison:0.0806898045679, huey_long:0.0232226926632, thomas_jefferson:0.0155134007474, ronald_reagan:0.0147589284019, clara_barton:0.0138287895781, warren_g._harding:0.0131292376902, john_jay:0.0130481935533, opium_wars:0.0115861513614, aaron_burr:0.0115634959184, anti-masonic_party:0.0103864945925, konrad_adenauer:0.00995160832047, george_wallace:0.00982270389999, robert_walpole:0.00950615713906, william_mckinley:0.00947697399012, thaddeus_stevens:0.00920240310966, free_soil_party:0.00877830109998, grover_cleveland:0.00858586226362, adolf_hitler:0.0080785050879, benjamin_disraeli:0.00805236230041, woodrow_wilson:0.00795470704706"
102672,0,huldrych_zwingli,"huldrych_zwingli:0.0862065386373, john_wilkes_booth:0.058428936872, victoria_woodhull:0.0322047958008, thomas_jefferson:0.0227425745187, spanish_civil_war:0.0184393322421, paris_commune:0.0182691650182, thomas_hart_benton_(politician):0.0169059599623, john_sherman:0.0165346214468, tammany_hall:0.0163785421342, shah_jahan:0.0143598045619, horace_greeley:0.013578623387, hideki_tojo:0.0134399793467, aethelred_the_unready:0.0126912292519, marco_polo:0.0114598000151, aaron_burr:0.011111408527, kulturkampf:0.0109401819113, molly_maguires:0.0108184866078, cultural_revolution:0.0106608229522, girolamo_savonarola:0.0102770627728, seminole_wars:0.00988641213593"
102672,1,huldrych_zwingli,"huldrych_zwingli:0.913492438051, martin_luther:0.00528525623693, girolamo_savonarola:0.00518937323749, kulturkampf:0.00492618892773, samuel_adams:0.00374128126555, victoria_woodhull:0.00261965622246, luddite:0.00210818273641, john_wilkes_booth:0.00204154043126, john_wycliffe:0.00202286240134, hyksos:0.00168248036553, john_hay:0.00140906164995, john_sherman:0.00137125789893, muhammad_ali_jinnah:0.00122109491453, council_of_trent:0.00116038224031, peterloo_massacre:0.0011005914832, night_of_the_long_knives:0.00104680196103, tammany_hall:0.00101754758708, huey_long:0.000937820024239, marcus_garvey:0.000890803001317, brigham_young:0.000869299300989"
102672,2,huldrych_zwingli,"huldrych_zwingli:0.9146323804, kulturkampf:0.00896860983428, girolamo_savonarola:0.00554595666942, martin_luther:0.00533426316274, luddite:0.00328652463606, john_wycliffe:0.00254670469416, hyksos:0.00185567315614, thomas_hart_benton_(politician):0.00178038052895, samuel_adams:0.00153599698943, victoria_woodhull:0.00120915646389, william_ewart_gladstone:0.00119885023035, council_of_trent:0.00115350196195, john_sherman:0.00114125840336, second_vatican_council:0.00113701233931, john_wilkes_booth:0.00111727915152, muhammad_ali_jinnah:0.00111140390023, aaron_burr:0.0010539873673, huey_long:0.000957302483574, finland:0.000829260591873, lateran_treaty:0.000804066180061"
102672,3,huldrych_zwingli,"huldrych_zwingli:0.902604645736, kulturkampf:0.0270293044015, martin_luther:0.00508989172452, girolamo_savonarola:0.00380976773801, john_wycliffe:0.00254548757012, luddite:0.00224669012827, samuel_adams:0.00164863681353, huey_long:0.00158891627545, thomas_hart_benton_(politician):0.00131414115742, hyksos:0.00115826104993, aaron_burr:0.00115622378713, muhammad_ali_jinnah:0.00115081995869, second_vatican_council:0.00114848762785, council_of_trent:0.00109837967376, thomas_nast:0.00100551366305, alfred_dreyfus:0.000968381454235, lateran_treaty:0.000957755302152, victoria_woodhull:0.000900075224418, finland:0.000887702616019, allan_pinkerton:0.000834084141205"
3249,4,paris_commune,"paris_commune:0.155120286264, cultural_revolution:0.0422626776473, spanish_civil_war:0.0144444272509, seneca_falls_convention:0.0131888130586, prague_spring:0.0130641027568, second_bank_of_the_united_states:0.0104211586135, mustafa_kemal_ataturk:0.00876826838407, october_manifesto:0.00868066611781, caroline_affair:0.00863612715163, luddite:0.00795835261226, second_boer_war:0.00763920388454, wounded_knee_massacre:0.00654364866801, peterloo_massacre:0.00624052599897, francisco_i._madero:0.00620715979167, muhammad_ali_jinnah:0.00610498541369, black_hole_of_calcutta:0.00596073107757, credit_mobilier_of_america_scandal:0.005808326985, molly_maguires:0.0057524523302, william_ewart_gladstone:0.00552816479655, civilian_conservation_corps:0.00546642928738"
