Question ID,Question Text,QANTA Scores,Answer,Sentence Position,IR_Wiki Scores,category
3956,after studying law at lincoln 's inn he worked diligently in the campaign of dadabhai naoroji who thus became the first indian to sit in the house of commons.,"william_henry_harrison:0.10253067341, eleanor_roosevelt:0.054889806035, stephen_a._douglas:0.0250607939142, muhammad_ali_jinnah:0.0214543581574, treaty_of_ghent:0.0208932795935, dorr_rebellion:0.0205930964504, peterloo_massacre:0.0182492865198, william_tecumseh_sherman:0.0180021441848, brigham_young:0.0176375026088, thomas_jefferson:0.0159107368189, francisco_franco:0.0145386009035, james_buchanan:0.0144313129519, winston_churchill:0.0133951597394, alexander_h._stephens:0.0127218085789, oliver_cromwell:0.0122504721273, john_c._calhoun:0.0112512068764, fidel_castro:0.0111703065069, wars_of_the_roses:0.00975413305819, john_tyler:0.00938268516564, william_h._seward:0.00880069474733",muhammad_ali_jinnah,0,"muhammad_ali_jinnah:5.68954699318, ulysses_s._grant:2.86468189484, grover_cleveland:2.52382055705, winston_churchill:2.4499372446, chester_a._arthur:2.40577725195, thomas_jefferson:2.25974782636, william_tecumseh_sherman:2.24834781606, john_quincy_adams:2.10562224569, brian_mulroney:2.07966660932, andrew_jackson:2.02770096194, william_ewart_gladstone:2.00979838707, rutherford_b._hayes:1.97822480025, james_a._garfield:1.96771781636, william_h._seward:1.96681299607, benjamin_disraeli:1.92291272861, henry_clay:1.82134455791, oliver_cromwell:1.75200915325, fort_ticonderoga:1.70246754066, kwame_nkrumah:1.69951103264, nelson_mandela:1.68700692641",history
3956,after studying law at lincoln 's inn he worked diligently in the campaign of dadabhai naoroji who thus became the first indian to sit in the house of commons. he led his side in signing the lucknow pact but would return to london in frustration between 1930 and 1935.,"william_henry_harrison:0.0360263678274, eleanor_roosevelt:0.0310938128064, muhammad_ali_jinnah:0.0290118117709, jawaharlal_nehru:0.0270350302582, winston_churchill:0.0187706022519, wars_of_the_roses:0.0136261503114, brigham_young:0.0128403756222, william_tecumseh_sherman:0.0126756429848, ambrose_burnside:0.0112526285644, dorr_rebellion:0.0104845515932, indira_gandhi:0.0103069280602, pepin_the_short:0.00983827074864, booker_t._washington:0.00962752529444, treaty_of_ghent:0.00950022647021, john_c._calhoun:0.00906472484673, victoria_woodhull:0.00893264530086, alexander_h._stephens:0.00852873171679, mapp_v._ohio:0.00800813111526, luddite:0.00786771599558, hideki_tojo:0.00771420155663",muhammad_ali_jinnah,1,"muhammad_ali_jinnah:6.91920312998, winston_churchill:3.13745456189, jawaharlal_nehru:3.00193823024, neville_chamberlain:2.90610242059, ulysses_s._grant:2.72499747633, leon_trotsky:2.22740295236, suez_crisis:2.20030176614, benjamin_disraeli:2.17767241027, konrad_adenauer:2.15888194336, charles_evans_hughes:2.13764328516, labour_party_(uk):2.13030730437, charles_lindbergh:2.1266897169, adolf_hitler:2.0601044452, league_of_nations:2.02282359662, haile_selassie:1.93983079113, oliver_cromwell:1.91296339256, james_a._garfield:1.81154840633, kwame_nkrumah:1.80208989162, john_quincy_adams:1.79067765029, mikhail_gorbachev:1.77873775888",history
3956,after studying law at lincoln 's inn he worked diligently in the campaign of dadabhai naoroji who thus became the first indian to sit in the house of commons. he led his side in signing the lucknow pact but would return to london in frustration between 1930 and 1935. upon his return he spearheaded the attack on the congress party and became the preeminent force in the muslim league.,"jawaharlal_nehru:0.0339485862745, william_henry_harrison:0.0276565236629, muhammad_ali_jinnah:0.0238079292969, winston_churchill:0.0159822772067, brigham_young:0.0123679314885, kwame_nkrumah:0.0115088954258, eleanor_roosevelt:0.0106325721797, indira_gandhi:0.0105336775395, william_tecumseh_sherman:0.010302333255, booker_t._washington:0.00846762298683, alexander_h._stephens:0.0084104891403, francisco_franco:0.0083513192831, wars_of_the_roses:0.00783426390475, charles_stewart_parnell:0.00775267000854, adolf_eichmann:0.00692386023627, hideki_tojo:0.00691476069712, victoria_woodhull:0.00679365224992, benjamin_disraeli:0.00665002750134, benito_mussolini:0.00655402445239, mapp_v._ohio:0.00630282021609",muhammad_ali_jinnah,2,"muhammad_ali_jinnah:6.60319267007, jawaharlal_nehru:3.77576068778, winston_churchill:3.21138347661, ulysses_s._grant:2.58301394344, suez_crisis:2.53249374184, neville_chamberlain:2.48578650775, james_a._garfield:2.35853605199, leon_trotsky:2.11646306936, league_of_nations:1.97280697023, benjamin_disraeli:1.96222814566, adolf_hitler:1.94780754681, charles_evans_hughes:1.92406967857, mikhail_gorbachev:1.90267838171, konrad_adenauer:1.872694876, haile_selassie:1.80955977707, labour_party_(uk):1.75841459554, charles_lindbergh:1.71707495555, john_c._calhoun:1.70685302581, gamal_abdel_nasser:1.70574592163, john_quincy_adams:1.67774629388",history
3956,after studying law at lincoln 's inn he worked diligently in the campaign of dadabhai naoroji who thus became the first indian to sit in the house of commons. he led his side in signing the lucknow pact but would return to london in frustration between 1930 and 1935. upon his return he spearheaded the attack on the congress party and became the preeminent force in the muslim league. identify this separatist the first governor-general of pakistan.,"muhammad_ali_jinnah:0.0630508189849, jawaharlal_nehru:0.0319637331526, indira_gandhi:0.0217465292126, benjamin_disraeli:0.0188099892498, william_henry_harrison:0.012948167697, winston_churchill:0.0129207125709, kwame_nkrumah:0.0112497447752, brigham_young:0.0100349276166, eleanor_roosevelt:0.00988963458383, mapp_v._ohio:0.00870996182775, victoria_woodhull:0.00859869767918, chiang_kai-shek:0.00856331601846, william_tecumseh_sherman:0.00835261585071, booker_t._washington:0.00828536863161, alexander_h._stephens:0.00795355850929, john_c._calhoun:0.00753426580371, arthur_wellesley,_1st_duke_of_wellington:0.00739868430043, henry_l._stimson:0.00695954007993, charles_stewart_parnell:0.00683684812873, mustafa_kemal_ataturk:0.00671952678758",muhammad_ali_jinnah,3,"muhammad_ali_jinnah:7.02098290726, jawaharlal_nehru:4.66069416136, winston_churchill:3.01906872095, suez_crisis:2.88298657891, indira_gandhi:2.5361896384, ulysses_s._grant:2.41779458173, neville_chamberlain:2.32477051003, james_a._garfield:2.20300450233, leon_trotsky:1.97135187952, konrad_adenauer:1.95566459431, labour_party_(uk):1.94264432126, league_of_nations:1.83392599701, benjamin_disraeli:1.82377732167, adolf_hitler:1.81133827584, gamal_abdel_nasser:1.80497763118, charles_evans_hughes:1.78730216188, mikhail_gorbachev:1.76681992498, charles_stewart_parnell:1.73328978018, haile_selassie:1.6777146981, charles_lindbergh:1.58980064702",history
4125,in his early life he was influenced by the theosophism of his tutor ferdinand brooks.,"henry_i_of_england:0.145803962254, eleanor_of_aquitaine:0.0767178012281, thirty_years'_war:0.0580995572714, wars_of_the_roses:0.0305352300763, arthur_wellesley,_1st_duke_of_wellington:0.0292442997586, kulturkampf:0.0254232133672, alfred_the_great:0.0250406850969, peace_of_westphalia:0.0205098587223, alfred_dreyfus:0.0171255678914, girolamo_savonarola:0.0167830931862, hugh_capet:0.01509700885, tokugawa_ieyasu:0.013706706192, dorr_rebellion:0.0136014577357, robert_walpole:0.0108203387192, hideki_tojo:0.0106979390138, credit_mobilier_of_america_scandal:0.0100955127127, mary,_queen_of_scots:0.0100239278371, aaron_burr:0.00821610482767, clarence_darrow:0.00732734748414, second_bank_of_the_united_states:0.00683182016675",jawaharlal_nehru,0,"jawaharlal_nehru:5.84066488384, claudius:4.05584405771, maria_theresa:3.43395115716, suleiman_the_magnificent:3.39250467719, charles_sumner:3.15570496275, christopher_columbus:2.84429303945, napoleon_iii:2.62824643295, louis_riel:2.59576877376, nero:2.5248685287, thomas_nast:2.48097403022, john_hay:2.23538421719, henry_the_navigator:2.22333562287, council_of_trent:2.22333562287, roger_b._taney:2.09081981596, alfred_the_great:1.97204037312, treaty_of_ghent:1.92063390053, platt_amendment:1.92063390053, missouri_compromise:1.92063390053, battle_of_chancellorsville:1.92063390053, vasco_da_gama:1.84594300744",history
4125,in his early life he was influenced by the theosophism of his tutor ferdinand brooks. during world war ii the envoys lord wavell and stafford cripps failed to reconcile his party with the rival party founded by aga_khan_iii.,"henry_i_of_england:0.0224379954671, oliver_cromwell:0.016212259339, tecumseh:0.0151424531434, hideki_tojo:0.0149221325912, peace_of_westphalia:0.0147388727812, francisco_franco:0.0134246005594, thirty_years'_war:0.0112192183371, wars_of_the_roses:0.0111067800521, arthur_wellesley,_1st_duke_of_wellington:0.0102253486827, war_of_the_austrian_succession:0.0101497383847, eleanor_of_aquitaine:0.00995928720699, napoleon_iii:0.00934471190855, henry_vii_of_england:0.00929387012116, alexander_kerensky:0.00925058831107, david_lloyd_george:0.00913253100746, adolf_eichmann:0.00856599024548, kulturkampf:0.00818635999636, otto_von_bismarck:0.00807851890703, mark_antony:0.00796382043866, maria_theresa:0.00780550581077",jawaharlal_nehru,1,"muhammad_ali_jinnah:6.32382971561, jawaharlal_nehru:5.98303943728, henry_vii_of_england:2.1956375374, winston_churchill:2.17788196436, benjamin_disraeli:2.08133687437, chiang_kai-shek:2.06496931945, robert_walpole:2.03399657347, napoleon_iii:1.99545976439, babur:1.95872185353, louis_riel:1.93751010932, suleiman_the_magnificent:1.92589380516, kublai_khan:1.87700228859, genghis_khan:1.76881821937, francis_drake:1.76877755029, ivan_the_terrible:1.76229765282, attila:1.7538605838, charles_sumner:1.72922760726, william_ewart_gladstone:1.71893504815, marco_polo:1.71821316503, trent_affair:1.69590073533",history
4125,in his early life he was influenced by the theosophism of his tutor ferdinand brooks. during world war ii the envoys lord wavell and stafford cripps failed to reconcile his party with the rival party founded by aga_khan_iii. in his most important post he put through the community development program and the 1951 five-year plan going against the conservative politics of his father motilal.,"hideki_tojo:0.0143920339482, thirty_years'_war:0.0134426934097, david_livingstone:0.0108431557392, alfred_the_great:0.0107652273361, napoleon_iii:0.0106107943661, otto_von_bismarck:0.0103903565514, peace_of_westphalia:0.0103517210567, wars_of_the_roses:0.0100870482347, kulturkampf:0.0097777443922, black_panther_party:0.00892270311259, henry_i_of_england:0.00872233697104, lewis_cass:0.00863881569392, robert_walpole:0.00845913818069, congress_of_berlin:0.00772456357933, charles_stewart_parnell:0.00768169801219, muhammad_ali_jinnah:0.00691349304212, david_lloyd_george:0.00682696208261, alexander_kerensky:0.00657898200081, barry_goldwater:0.00647113512102, adolf_eichmann:0.00630442965159",jawaharlal_nehru,2,"jawaharlal_nehru:5.20749194434, muhammad_ali_jinnah:4.48012516307, winston_churchill:2.64991575343, napoleon_iii:2.29564407175, otto_von_bismarck:2.27032857754, margaret_thatcher:2.18006002796, charles_sumner:2.08123795595, konrad_adenauer:1.96934500277, fidel_castro:1.89011682627, suez_crisis:1.88938884668, salvador_allende:1.76579242576, safavid_dynasty:1.72046380062, benjamin_disraeli:1.60838069654, william_ewart_gladstone:1.60672025496, huey_long:1.60225832519, ronald_reagan:1.59475980424, pierre_trudeau:1.5777588124, robert_walpole:1.54844131529, nelson_mandela:1.51240052154, william_howard_taft:1.49519699912",history
4125,in his early life he was influenced by the theosophism of his tutor ferdinand brooks. during world war ii the envoys lord wavell and stafford cripps failed to reconcile his party with the rival party founded by aga_khan_iii. in his most important post he put through the community development program and the 1951 five-year plan going against the conservative politics of his father motilal. although under the influence of his minister menon he was a leader of the non-aligned_movement he called for western aid when china encroached upon the brahmaputra_river.,"francisco_franco:0.0175062356277, napoleon_iii:0.014698105653, mark_antony:0.0130037642572, hideki_tojo:0.0102358802029, peace_of_westphalia:0.0100374880774, thirty_years'_war:0.00977749887702, jawaharlal_nehru:0.00848538770375, paul_von_hindenburg:0.00830473184535, robert_walpole:0.00824795995578, john_brown_(abolitionist):0.00788089376718, charles_stewart_parnell:0.00723069531726, david_lloyd_george:0.00703844584647, oliver_cromwell:0.00693282431528, dorr_rebellion:0.00680782598358, konrad_adenauer:0.00645522367706, brian_mulroney:0.00632550882772, alfred_the_great:0.00627854633979, winston_churchill:0.00624333067281, otto_von_bismarck:0.00616194136329, thomas_paine:0.00614407261416",jawaharlal_nehru,3,"jawaharlal_nehru:5.40371385279, muhammad_ali_jinnah:3.64744372786, winston_churchill:2.67516841855, napoleon_iii:2.30129170609, margaret_thatcher:2.18726290796, fidel_castro:2.09223108478, suez_crisis:2.02486199723, otto_von_bismarck:1.94254228198, konrad_adenauer:1.83360421958, safavid_dynasty:1.80871475472, charles_sumner:1.80559803044, gamal_abdel_nasser:1.76695241238, pierre_trudeau:1.72939509777, charles_de_gaulle:1.71457860741, nelson_mandela:1.70023512128, mao_zedong:1.68005366188, adolf_hitler:1.62442497552, ronald_reagan:1.57930278008, labour_party_(uk):1.57300168638, salvador_allende:1.56334845133",history
4125,in his early life he was influenced by the theosophism of his tutor ferdinand brooks. during world war ii the envoys lord wavell and stafford cripps failed to reconcile his party with the rival party founded by aga_khan_iii. in his most important post he put through the community development program and the 1951 five-year plan going against the conservative politics of his father motilal. although under the influence of his minister menon he was a leader of the non-aligned_movement he called for western aid when china encroached upon the brahmaputra_river. name this continuing leader of the congress party despite the protests of sardar patel and gandhi the grandfather of sanjay and father of indira_gandhi and first prime minister of independent india.,"jawaharlal_nehru:0.0248515204152, muhammad_ali_jinnah:0.018059015985, napoleon_iii:0.014330951091, kwame_nkrumah:0.0122941569598, francisco_franco:0.0121854362844, neville_chamberlain:0.0119924753202, indira_gandhi:0.0111423334274, hideki_tojo:0.00953871749823, winston_churchill:0.00930723975944, paul_von_hindenburg:0.00890720351555, benjamin_disraeli:0.00864755908722, camillo_benso,_count_of_cavour:0.00778385428867, konrad_adenauer:0.00774792817118, adolf_eichmann:0.00748425272534, ghana:0.00704742920858, brian_mulroney:0.00678008793973, nelson_mandela:0.00675659807949, oliver_cromwell:0.00645396144661, labour_party_(uk):0.00620920527368, tecumseh:0.00609905250417",jawaharlal_nehru,4,"jawaharlal_nehru:7.07066106962, muhammad_ali_jinnah:4.54568077087, indira_gandhi:3.34104286471, winston_churchill:3.05312831596, nelson_mandela:2.3411095638, suez_crisis:2.1934115207, fidel_castro:2.13320277976, gamal_abdel_nasser:2.07905794917, charles_de_gaulle:2.04850214442, margaret_thatcher:1.93157307842, napoleon_iii:1.91845819231, mikhail_gorbachev:1.89043749036, labour_party_(uk):1.83205662159, safavid_dynasty:1.82245645874, benjamin_disraeli:1.73601510414, ronald_reagan:1.73122216039, otto_von_bismarck:1.67139863092, konrad_adenauer:1.59400744896, portugal:1.5657167706, brian_mulroney:1.49177330085",history
159067,also called the twelfth battle of the isonzo this engagement led to the collapse of the losing nation 's army and downfall of its government.,"battle_of_caporetto:0.324992233108, battle_of_kings_mountain:0.0660564625035, finland:0.0369406140652, porfirio_diaz:0.0267312427136, second_boer_war:0.0183448003736, peace_of_westphalia:0.0176221581758, lester_b._pearson:0.0149173949292, adolf_hitler:0.013600844489, maximilien_de_robespierre:0.0134233402233, battle_of_antietam:0.0129145852614, battle_of_plassey:0.00903232806296, cultural_revolution:0.00878294065745, alexander_ii_of_russia:0.0075267576603, first_crusade:0.00665326599381, night_of_the_long_knives:0.00595593625046, alexander_kerensky:0.00590629582586, francisco_franco:0.00570739852794, salvador_allende:0.00568267431707, tokugawa_ieyasu:0.00565169237584, battle_of_the_thames:0.0054330616415",battle_of_caporetto,0,"battle_of_caporetto:3.93554324643, benito_mussolini:3.17437320087, ethiopia:2.58518253768, georges_clemenceau:2.50875943418, ulysses_s._grant:2.36785020851, mikhail_gorbachev:2.21182783083, battle_of_culloden:2.13988862137, battle_of_the_little_bighorn:2.01212879691, paul_von_hindenburg:2.00605646614, battle_of_antietam:1.99231593019, alfred_the_great:1.9488709782, suez_crisis:1.90381251529, gamal_abdel_nasser:1.89372692337, meiji_restoration:1.83663434203, second_boer_war:1.77315725261, han_dynasty:1.75919799959, alexander_hamilton:1.75516437676, vyacheslav_molotov:1.74343230014, charlemagne:1.72385946485, black_hawk_war:1.67472762279",history
159067,also called the twelfth battle of the isonzo this engagement led to the collapse of the losing nation 's army and downfall of its government. in October 1917 nine austrian and six german divisions exploited a weakness in the front line northwest of trieste.,"battle_of_caporetto:0.60371616303, adolf_hitler:0.0368943824204, alexander_kerensky:0.0184137701031, night_of_the_long_knives:0.0172590629921, battle_of_bannockburn:0.0115245911313, battle_of_the_bulge:0.0105093214732, battle_of_kings_mountain:0.01011877117, peace_of_westphalia:0.00769760013315, henry_cabot_lodge,_jr.:0.00655393869362, battle_of_tannenberg:0.00588738095035, battle_of_trafalgar:0.00536790158002, maximilien_de_robespierre:0.00430222948306, adlai_stevenson_ii:0.00414598992818, benjamin_harrison:0.00411079731677, porfirio_diaz:0.00403284399161, congress_of_berlin:0.00399257751413, lester_b._pearson:0.00390708580242, boston_massacre:0.00375976189613, battle_of_leyte_gulf:0.00349788809682, stephen_a._douglas:0.00328299446203",battle_of_caporetto,1,"battle_of_caporetto:5.02713965355, benito_mussolini:3.51432724366, battle_of_austerlitz:3.11995975949, georges_clemenceau:2.94519167161, battle_of_antietam:2.90496624209, leon_trotsky:2.72597883656, adolf_hitler:2.53327173285, battle_of_the_bulge:2.41005162609, douglas_macarthur:2.35587578538, david_lloyd_george:2.28979571847, paul_von_hindenburg:2.17123173429, battle_of_blenheim:2.16543450682, jameson_raid:2.06702482182, neville_chamberlain:1.95170665956, napoleon_iii:1.91324448759, finland:1.88439473365, ulysses_s._grant:1.86422420182, charles_de_gaulle:1.79435197646, battle_of_gettysburg:1.77508914829, arthur_wellesley,_1st_duke_of_wellington:1.77289632737",history
159067,also called the twelfth battle of the isonzo this engagement led to the collapse of the losing nation 's army and downfall of its government. in October 1917 nine austrian and six german divisions exploited a weakness in the front line northwest of trieste. name this world war i battle that resulted in the desertion or surrender of over 600000 italian soldiers.,"battle_of_caporetto:0.344996863523, adolf_hitler:0.0319433914107, battle_of_the_bulge:0.0165234270911, alexander_kerensky:0.0163188166703, battle_of_bannockburn:0.0121871239092, battle_of_kings_mountain:0.0120075653065, battle_of_trafalgar:0.0115427250336, night_of_the_long_knives:0.0105914441996, battle_of_tannenberg:0.00871789119912, peace_of_westphalia:0.00731911066718, hideki_tojo:0.00725234322679, battle_of_leyte_gulf:0.00709320780586, lester_b._pearson:0.00687010298775, henry_cabot_lodge,_jr.:0.00659663985135, congress_of_berlin:0.00633401571822, verdun:0.00596454405873, second_boer_war:0.00572848969352, porfirio_diaz:0.00564187116353, battle_of_austerlitz:0.00547242558683, paul_von_hindenburg:0.0053450380418",battle_of_caporetto,2,"battle_of_caporetto:4.38351471638, benito_mussolini:3.80643994153, adolf_hitler:2.68322215121, battle_of_the_bulge:2.57198893935, napoleon_iii:2.39588886406, david_lloyd_george:2.36912299202, georges_clemenceau:2.34895863532, leon_trotsky:2.3350215036, battle_of_austerlitz:2.23498483761, spanish_civil_war:2.20399264443, battle_of_antietam:2.19329462601, douglas_macarthur:2.17957124763, war_of_the_austrian_succession:2.08032396489, charles_de_gaulle:2.00005031863, neville_chamberlain:1.97549707705, battle_of_blenheim:1.91685142503, crimean_war:1.91528338337, ulysses_s._grant:1.87695773968, giuseppe_garibaldi:1.85555391109, battle_of_ayacucho:1.82723551311",history
143399,in 1165 he was canonized by the antipope paschal iii.,"council_of_constance:0.12500344897, edward_the_confessor:0.0522273389307, henry_i_of_england:0.0521339032727, william_lloyd_garrison:0.0463580882506, william_the_conqueror:0.0363960990792, eleanor_of_aquitaine:0.0272497313336, john_sherman:0.0237111435571, battle_of_bosworth_field:0.023248907418, hannibal:0.0204112831704, battle_of_shiloh:0.0173492964302, genghis_khan:0.0168792455778, ethiopia:0.0164953747131, otto_von_bismarck:0.016214243514, philip_ii_of_macedon:0.0144863525066, peloponnesian_war:0.0135383105117, kublai_khan:0.0122245389017, battle_of_hastings:0.0113416344493, john_marshall:0.0105170736757, john_wycliffe:0.00992188311823, william_penn:0.00990707030072",charlemagne,0,"william_the_conqueror:2.34525632963, war_of_the_pacific:2.34525632963, war_of_the_austrian_succession:2.34525632963, toyotomi_hideyoshi:2.34525632963, tokugawa_shogunate:2.34525632963, tokugawa_ieyasu:2.34525632963, teutonic_knights:2.34525632963, songhai_empire:2.34525632963, shaka:2.34525632963, shah_jahan:2.34525632963, second_boer_war:2.34525632963, provisions_of_oxford:2.34525632963, paris_commune:2.34525632963, otto_von_bismarck:2.34525632963, opium_wars:2.34525632963, night_of_the_long_knives:2.34525632963, mustafa_kemal_ataturk:2.34525632963, miguel_hidalgo_y_costilla:2.34525632963, mary_baker_eddy:2.34525632963, mark_antony:2.34525632963",history
143399,in 1165 he was canonized by the antipope paschal iii. during his life he had along with his brother been anointed as king of the franks but he assumed the title all to himself upon the death of that brother carloman.,"pepin_the_short:0.688605750563, charlemagne:0.127914853083, william_the_conqueror:0.0504125065313, henry_i_of_england:0.0141608929532, hannibal:0.00510247568461, christopher_columbus:0.00345437955667, attila:0.00344231354196, martin_luther:0.00328319062607, edward_the_confessor:0.00318669452789, missouri_compromise:0.00263636841221, oliver_cromwell:0.00258219377479, first_crusade:0.00258044769655, atahualpa:0.00237252289669, tecumseh:0.00233435049519, haile_selassie:0.00213673707489, william_lloyd_garrison:0.002126775708, peter_the_great:0.00210145082794, eleanor_of_aquitaine:0.00199664653975, charles_martel:0.00197682141021, maine:0.00197402460374",charlemagne,1,"charlemagne:7.55212923517, pepin_the_short:5.15413296347, charles_martel:3.83606626616, alfred_the_great:3.38565226399, eleanor_of_aquitaine:3.26836782728, vandals:2.78603310217, attila:2.28323201554, cyrus_the_great:2.2701836345, first_crusade:2.03791767614, byzantine_empire:1.98038242795, antonio_lopez_de_santa_anna:1.98038242795, hugh_capet:1.86768222953, vasco_da_gama:1.7714896343, henry_i_of_england:1.77085773291, edward_the_confessor:1.74541147899, umayyad_caliphate:1.73950032524, john_wilkes_booth:1.7339433738, john_wycliffe:1.67610546928, safavid_dynasty:1.562643754, third_crusade:1.54713099302",history
143399,in 1165 he was canonized by the antipope paschal iii. during his life he had along with his brother been anointed as king of the franks but he assumed the title all to himself upon the death of that brother carloman. name this ruler who in ad 800 was named emperor of the west.,"pepin_the_short:0.302459273465, charlemagne:0.300931407221, william_the_conqueror:0.0357636180498, claudius:0.0203884874284, henry_i_of_england:0.0156453511545, haile_selassie:0.0113623500239, attila:0.0109530957223, edward_the_confessor:0.00835992485851, peter_the_great:0.00733473954979, charles_martel:0.00651886436918, vandals:0.00641835900537, ivan_the_terrible:0.00634864745852, hannibal:0.00526564092205, atahualpa:0.004756150186, martin_luther:0.00447945639631, nero:0.00445332995142, tecumseh:0.00441369673432, eleanor_of_aquitaine:0.00437882909629, missouri_compromise:0.00411690124807, first_crusade:0.00398339703315",charlemagne,2,"charlemagne:6.75070889414, pepin_the_short:3.99715437356, charles_martel:3.92265315298, alfred_the_great:3.00715572434, eleanor_of_aquitaine:2.87189613919, attila:2.78903615576, vandals:2.74523125315, first_crusade:2.34242903726, byzantine_empire:2.30931684452, antonio_lopez_de_santa_anna:2.30931684452, cyrus_the_great:2.27119112089, peter_the_great:2.0899961901, parthian_empire:2.0466118248, henry_i_of_england:2.00218268221, umayyad_caliphate:1.96341900099, mali_empire:1.95656776133, haile_selassie:1.95071959264, genghis_khan:1.90271748853, napoleon_iii:1.89822943457, safavid_dynasty:1.89690591796",history
2089,his autobiography thirty years view is one of the best of the period and teddy roosevelt wrote a later biography on him.,"thomas_hart_benton_(politician):0.249765457822, warren_g._harding:0.0808383212284, booker_t._washington:0.0471355977955, cultural_revolution:0.0441770783443, john_sherman:0.0428312294089, prague_spring:0.021649939892, porfirio_diaz:0.0149918212784, marcus_licinius_crassus:0.0136579030916, adolf_eichmann:0.0135465680508, hartford_convention:0.0129474126926, july_revolution:0.0127143871407, free_soil_party:0.0121999261387, claudius:0.0100513229625, tang_dynasty:0.00949149910472, jameson_raid:0.0082875444113, toyotomi_hideyoshi:0.00752754896209, mao_zedong:0.00711532921405, wounded_knee_massacre:0.00671578875105, hubert_humphrey:0.00666221795425, solon:0.0065994497239",thomas_hart_benton_(politician),0,"eleanor_roosevelt:4.11908371198, charles_lindbergh:3.27751001652, huey_long:3.1065502424, woodrow_wilson:2.61487886755, thomas_hart_benton_(politician):2.54114442561, john_adams:2.36088426354, booker_t._washington:2.34109167195, herbert_hoover:2.28669077566, louis_brandeis:2.28554632843, winston_churchill:2.153862725, henry_cabot_lodge:2.1502330769, charles_de_gaulle:2.1409787738, benjamin_disraeli:2.10596347157, william_howard_taft:2.03964955716, harry_s._truman:2.0115555229, claudius:1.99909176753, mary_baker_eddy:1.99335972806, hubert_humphrey:1.97160715196, william_tecumseh_sherman:1.93976435329, calvin_coolidge:1.92677561342",history
2089,his autobiography thirty years view is one of the best of the period and teddy roosevelt wrote a later biography on him. he noted that the west must share in the destinies of the republic while serving as editor of the st. _ louis enquirer and ran on a platform of redistributing public lands to settlers.,"claudius:0.0418869097373, huey_long:0.033529331848, thomas_hart_benton_(politician):0.0249570199358, fashoda_incident:0.0211451369592, free_soil_party:0.0211273015281, girolamo_savonarola:0.0144655092852, warren_g._harding:0.0131001146132, cultural_revolution:0.0130717669154, benito_juarez:0.0124500447979, anti-masonic_party:0.0117494650895, oregon_trail:0.0105771326964, porfirio_diaz:0.0103332098132, daniel_boone:0.0100292066527, vandals:0.0100115288248, hubert_humphrey:0.0100017776706, amelia_earhart:0.00923097941574, getulio_vargas:0.00914507012808, easter_rising:0.00876749409712, julius_nyerere:0.00839143307807, booker_t._washington:0.00828564890856",thomas_hart_benton_(politician),1,"eleanor_roosevelt:2.95034230263, woodrow_wilson:2.63685655887, charles_lindbergh:2.50481113687, thomas_hart_benton_(politician):2.46626176065, charles_de_gaulle:2.3530019104, thomas_jefferson:2.22898393294, amelia_earhart:2.13323619931, harry_s._truman:2.10597811079, grover_cleveland:2.10437592463, william_jennings_bryan:2.04263581033, pedro_alvares_cabral:2.04263581033, huey_long:1.97814144834, hubert_humphrey:1.97132448569, william_howard_taft:1.95159989178, john_adams:1.93726206584, william_mckinley:1.92036247154, herbert_hoover:1.9177680406, eugene_v._debs:1.8844681032, second_boer_war:1.78648500303, james_buchanan:1.77931584277",history
2089,his autobiography thirty years view is one of the best of the period and teddy roosevelt wrote a later biography on him. he noted that the west must share in the destinies of the republic while serving as editor of the st. _ louis enquirer and ran on a platform of redistributing public lands to settlers. his distrust of wildcat banks led to his nickname of old bullion and his recanting of his previous pro-slavery stance cost him his seat in the senate in 1851.,"thomas_hart_benton_(politician):0.160164363493, claudius:0.0148988848523, horace_greeley:0.0102226652573, brook_farm:0.0099391205628, warren_g._harding:0.0097325691983, huey_long:0.00936758778821, fashoda_incident:0.00935177818737, joseph_mccarthy:0.0092985808849, daniel_boone:0.00902693749327, hubert_humphrey:0.0085381177345, nelson_mandela:0.00845981572078, free_soil_party:0.00815272209973, porfirio_diaz:0.00807227961251, teapot_dome_scandal:0.00746128505391, finland:0.00738452101694, girolamo_savonarola:0.0073275250486, benito_juarez:0.00680820833023, vandals:0.00660916510768, gadsden_purchase:0.00648524302076, oregon_trail:0.00639326959639",thomas_hart_benton_(politician),2,"thomas_hart_benton_(politician):3.51656479896, woodrow_wilson:2.9029864789, john_sherman:2.59605101333, huey_long:2.46828199048, william_howard_taft:2.44814089865, charles_de_gaulle:2.43796565056, herbert_hoover:2.34361809112, eleanor_roosevelt:2.33869187453, thomas_jefferson:2.28428468612, hubert_humphrey:2.24594485907, william_jennings_bryan:2.19590368336, pedro_alvares_cabral:2.19590368336, thaddeus_stevens:2.01144611661, charles_lindbergh:1.99970504212, william_mckinley:1.97950328323, grover_cleveland:1.94257000706, harry_s._truman:1.94074620572, john_adams:1.93211933168, andrew_jackson:1.87177362437, john_brown_(abolitionist):1.86485248512",history
